currency,price,period_start,period_end,next_billing_date
USD,107.07,2023-02-09 00:00:00,2023-03-11 00:00:00,2023-03-12 00:00:00
USD,110.28,2023-03-12 00:00:00,2023-04-11 00:00:00,2023-04-12 00:00:00
USD,113.59,2023-04-12 00:00:00,2023-05-12 00:00:00,2023-05-13 00:00:00
USD,117.0,2023-05-13 00:00:00,2023-06-12 00:00:00,2023-06-13 00:00:00
USD,120.51,2023-06-13 00:00:00,2023-07-13 00:00:00,2023-07-14 00:00:00
USD,124.13,2023-07-14 00:00:00,2023-08-13 00:00:00,2023-08-14 00:00:00
USD,127.85,2023-08-14 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00
USD,131.69,2023-09-14 00:00:00,2023-10-14 00:00:00,2023-10-15 00:00:00
USD,135.64,2023-10-15 00:00:00,2023-11-14 00:00:00,2023-11-15 00:00:00
USD,139.71,2023-11-15 00:00:00,2023-12-15 00:00:00,2023-12-16 00:00:00
USD,99.0,2022-12-09 00:00:00,2023-01-08 00:00:00,2023-01-09 00:00:00
USD,103.95,2023-01-09 00:00:00,2023-02-08 00:00:00,2023-02-09 00:00:00
USD,107.07,2023-02-09 00:00:00,2023-03-11 00:00:00,2023-03-12 00:00:00
USD,110.28,2023-03-12 00:00:00,2023-04-11 00:00:00,2023-04-12 00:00:00
USD,113.59,2023-04-12 00:00:00,2023-05-12 00:00:00,2023-05-13 00:00:00
USD,117.0,2023-05-13 00:00:00,2023-06-12 00:00:00,2023-06-13 00:00:00
USD,120.51,2023-06-13 00:00:00,2023-07-13 00:00:00,2023-07-14 00:00:00
USD,124.13,2023-07-14 00:00:00,2023-08-13 00:00:00,2023-08-14 00:00:00
USD,127.85,2023-08-14 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00
USD,131.69,2023-09-14 00:00:00,2023-10-14 00:00:00,2023-10-15 00:00:00
USD,135.64,2023-10-15 00:00:00,2023-11-14 00:00:00,2023-11-15 00:00:00
USD,139.71,2023-11-15 00:00:00,2023-12-15 00:00:00,2023-12-16 00:00:00
USD,99.0,2022-12-09 00:00:00,2023-01-08 00:00:00,2023-01-09 00:00:00
USD,103.95,2023-01-09 00:00:00,2023-02-08 00:00:00,2023-02-09 00:00:00
USD,107.07,2023-02-09 00:00:00,2023-03-11 00:00:00,2023-03-12 00:00:00
USD,110.28,2023-03-12 00:00:00,2023-04-11 00:00:00,2023-04-12 00:00:00
USD,113.59,2023-04-12 00:00:00,2023-05-12 00:00:00,2023-05-13 00:00:00
USD,117.0,2023-05-13 00:00:00,2023-06-12 00:00:00,2023-06-13 00:00:00
USD,120.51,2023-06-13 00:00:00,2023-07-13 00:00:00,2023-07-14 00:00:00
USD,124.13,2023-07-14 00:00:00,2023-08-13 00:00:00,2023-08-14 00:00:00
USD,127.85,2023-08-14 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00
USD,131.69,2023-09-14 00:00:00,2023-10-14 00:00:00,2023-10-15 00:00:00
USD,135.64,2023-10-15 00:00:00,2023-11-14 00:00:00,2023-11-15 00:00:00
USD,139.71,2023-11-15 00:00:00,2023-12-15 00:00:00,2023-12-16 00:00:00
USD,99.0,2022-12-09 00:00:00,2023-01-08 00:00:00,2023-01-09 00:00:00
USD,103.95,2023-01-09 00:00:00,2023-02-08 00:00:00,2023-02-09 00:00:00
USD,107.07,2023-02-09 00:00:00,2023-03-11 00:00:00,2023-03-12 00:00:00
USD,110.28,2023-03-12 00:00:00,2023-04-11 00:00:00,2023-04-12 00:00:00
USD,113.59,2023-04-12 00:00:00,2023-05-12 00:00:00,2023-05-13 00:00:00
USD,117.0,2023-05-13 00:00:00,2023-06-12 00:00:00,2023-06-13 00:00:00
USD,120.51,2023-06-13 00:00:00,2023-07-13 00:00:00,2023-07-14 00:00:00
USD,124.13,2023-07-14 00:00:00,2023-08-13 00:00:00,2023-08-14 00:00:00
USD,127.85,2023-08-14 00:00:00,2023-09-13 00:00:00,2023-09-14 00:00:00
USD,131.69,2023-09-14 00:00:00,2023-10-14 00:00:00,2023-10-15 00:00:00
USD,135.64,2023-10-15 00:00:00,2023-11-14 00:00:00,2023-11-15 00:00:00
USD,139.71,2023-11-15 00:00:00,2023-12-15 00:00:00,2023-12-16 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-10 00:00:00,2023-01-09 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-31 00:00:00,2023-01-30 00:00:00,2023-01-10 00:00:00
USD,103.95,2023-01-10 00:00:00,2023-02-09 00:00:00,2023-02-10 00:00:00
USD,107.07,2023-02-10 00:00:00,2023-03-12 00:00:00,2023-03-13 00:00:00
USD,110.28,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00
USD,113.59,2023-04-13 00:00:00,2023-05-13 00:00:00,2023-05-14 00:00:00
USD,117.0,2023-05-14 00:00:00,2023-06-13 00:00:00,2023-06-14 00:00:00
USD,120.51,2023-06-14 00:00:00,2023-07-14 00:00:00,2023-07-15 00:00:00
USD,124.13,2023-07-15 00:00:00,2023-08-14 00:00:00,2023-08-15 00:00:00
USD,127.85,2023-08-15 00:00:00,2023-09-14 00:00:00,2023-09-15 00:00:00
USD,131.69,2023-09-15 00:00:00,2023-10-15 00:00:00,2023-10-16 00:00:00
USD,135.64,2023-10-16 00:00:00,2023-11-15 00:00:00,2023-11-16 00:00:00
USD,139.71,2023-11-16 00:00:00,2023-12-16 00:00:00,2023-12-17 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
USD,117.0,2023-05-15 00:00:00,2023-06-14 00:00:00,2023-06-15 00:00:00
USD,120.51,2023-06-15 00:00:00,2023-07-15 00:00:00,2023-07-16 00:00:00
USD,124.13,2023-07-16 00:00:00,2023-08-15 00:00:00,2023-08-16 00:00:00
USD,127.85,2023-08-16 00:00:00,2023-09-15 00:00:00,2023-09-16 00:00:00
USD,131.69,2023-09-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00
USD,135.64,2023-10-17 00:00:00,2023-11-16 00:00:00,2023-11-17 00:00:00
USD,139.71,2023-11-17 00:00:00,2023-12-17 00:00:00,2023-12-18 00:00:00
USD,99.0,2022-12-11 00:00:00,2023-01-10 00:00:00,2023-01-11 00:00:00
USD,103.95,2023-01-11 00:00:00,2023-02-10 00:00:00,2023-02-11 00:00:00
USD,107.07,2023-02-11 00:00:00,2023-03-13 00:00:00,2023-03-14 00:00:00
USD,110.28,2023-03-14 00:00:00,2023-04-13 00:00:00,2023-04-14 00:00:00
USD,113.59,2023-04-14 00:00:00,2023-05-14 00:00:00,2023-05-15 00:00:00
